Id,Text
504,strange rebooting problem with my pc? since 2 days my computer does a reboot from time to time (i.e when opening the explorer). in proteced mode it works. yesterday windows xp crashed
505,what mineral burns green? i recently saw two seperate shooting stars on different mornings and both were green in color.
506,what is your first reaction? you come home and significant other has overflowed the bathtub into the hallway with carpet.
507,why are airline seats arranged acdef.  what happened to b?
508,what's your favourite cologne / perfume ?
509,im 17 and how do i go about living with my 20 yr old sis and her husband instead of my parents? i cant stand it at home because of fighting and getting called names
510,why should i use css rather than tables or frames?
511,do you like money?
512,not computer savy-how do you im on yahoo with my contacts?
513,is there anything at all (even if it is another languege) that rhymes with orange?
514,what color is better? pink or black?(help me cuz i cant decide)    i'm extreamly bored!!!!!!!!!!!!!!!!!!!!!!!!
515,what sea separates norway from northern england?
516,where do my teeth get their wisdom from? i was told by my dentist that my teeth wisdom teeth must be removed.  &#xa;am i in danger of losing my wisdom?  &#xa;should i allow this dentist to de-wisdomize me?
517,need help for disabled woman in severe hardship situation? i am totally disabled on ssd and abandoned by my family
518,what is the best diet for someone who wants to lose 10-15 lbs.?
519,how can i contact the sprint fraud management department. it seems as thought there is no way to contact them? i was wrongly charged for some services that i did not order from sprint. i contacted sprint's fraud management
520,i want to know something about soyth african animals? i am aenglish student from iran and i research for african animals but i can not find any good one
521,how to use hid devices in java on windows? hi all
522,what's the best search engine?
523,why north american cars and other products have such a low quality?
524,why are most education majors in elementary education?
525,how do european shoe sizes convert to usa shoe sizes?
526,led zepplin or the who?
527,is this a good poem to give to a girl? time but only by the time
528,most important invention in the last 100 years?
529,ok then blink 182 or yellowcard?
530,what would  say is martin scorsese's best film?
531,their shrinking
532,what brand of purse did kate hudson carry in her movie raising helen?
533,is it worth doing masters from university of southern california? i started off with my masters program in electrical engineering in university of arizona
534,how can i get my car stereo to play my portable dvd player?  initial dvd-1731? there is a phones jack
535,are there any websites where i can personalize and print free cards?
536,how do i know if my boyfreinds over his ex?
537,my mother is not getting over my dad's death.  should i give some tough love or just let her be? he died of cancer after a 6 wk long rebound of the cancer he had 7 yrs ago.  he was only 59
538,who do you think is the most underrated musical artist?
539,do you think its possible to fall in love with someone you meet in frozen food section(grocery store)?
540,can you really make a living off of a blog? give me proof. like what % of bloggers
541,what should i do to cure my neck pain?
542,if lions could talk would we understand them?
543,is there a way to change google earth to night-time images?
544,where did calvin and hobbes get their names?
545,did the big show really break his hand on mondaynight raw? i seen the article on wwe.com but is it story line or did triple h really break it.
546,do all men always think about sex?
547,how long does the typical pc nowadays last? what parts last the longest?&#xa;do the current computers last longer than those back in the 1980s?
548,how can i run a regression in excel? the microsoft help section is pitiful!
549,why can't some people get the help they need when other people do? we both work very hard at our jobs and make an average income but we can not get any help with our medical bills or to refiance our home .
550,is it possible to convert a word table (mailing labels) into outlook contacts or into excel
551,which are the 3 best residential printers at the best prices?
552,address  hamilton mint? regarding presidents ingots collection
553,how can i block adult site from my computer?
554,who is the dark-haired
555,is there a recursive algorithm that generates all the permutations of a given string ?
556,how can i reduce my weigth
557,am i the only gorillaz fan that cannot stop laughing when i wach the rock the house video??? my friend and i thinks it's so wrong but that makes it funny!!!! if you have no idea what i'm talking about you can go to the gorillaz website and go into the cinema and wach it
558,what is 240x530=?
559,what is human technology interfaces ? about human technology interfaces ( hti ) .
560,how long is the wall of china?
561,what warner bros. cartoon character turned 50 yrs old on september 16
562,what does the arabic word مقايسة mean in english?
563,song title and artist for the song the rose?
564,any new townhomes developments in the south bay to purchase under $600
565,bodybuilding? bodybuilding is about sex(n.a.k.e.d) or it is about developing muscles because some of them deposed n.u.d.e?
566,at what age is it appropriate for a child to have their own computer?
567,is it important to send a thank you note after an interview?
568,does stress cause having a bowel movement to be harder?
569,what is a quantum leap?
570,what girls look for?
571,what is the best way to get your husband to stop..........? what is the best way to get your husband to stop calling you at work when your really busy
572,ive been talking to a girl from ukraine and we have to pay for correspondence  to read e-mails can yahoo help? if we both joined yahoo for e-mail accounts where ses from ukraine we pay for correspondets to translate our e-mails if we were both with yahoo would you do the translations correspondents??
573,can my computer play an avi format file..?
574,what are the major health problems for people in mexico? this is for a research paper on health care in mexico.
575,what is teleportation? i guess i'm being lazy.  i didn't actually look it up on the internet yet.
576,where can i find an inexpensive tape or dvd of diver dan episodes? remember diver dan?  i don't
577,can anyone tell me where i can buy(less then $100) knockoff prada
578,how did winnie the pooh get his name?
579,which are the most informative &amp; exhaustive sites on chemistry? specially inorganic chemistry
580,what time is it? what time is it?
581,i redesigned my website. how do i register my new site information for the yahoo search engine?
582,how imprtant is physical chemistry when first meeting?
583,is there anything that you can take or put on your skin when you have shingles to help with the pain?
584,what gets wet when it is drying?
585,how do i get into a good high school with average grades?
586,anyone know the hospital jerry garcia died in? i need to know for a music class project. thanks
587,do you have any tattoos?  if so
588,is there going to be another season of rome on hbo?
589,i need find a way to make money?
590,can you get hiv from kissing?
591,what are ways to relieve stress?
592,is taco bell food tasty?
593,how many kbps is considered when a commercial compact disc is being made at a record company?
594,who where the first true americans? and where did thay come from and how did thay get here?
595,what does k.i.t.t.'s name stand for in knight rider?
596,how can i resolve early ejaculation problem during sex ?
597,is there a quiz that i can take to find out if im pregnant?
598,is there a conspiracy with the best answer and closed for new answers? what do you think? people switching yahoo id's and giving themselves the right and best answer on the first try? especially to subjective questions?
599,where did the term peeps come from?
600,i use to date this boy
601,what is the best new years eve event in central upstate ny for 2005?
602,any site for totally free mp3 song to download?
603,how do i tell my wife she is seriously overweight and is sexually unappealing to me? when i married my wife five years ago
604,what is ruby on rails?
605,is any of the maroon 5 band members gay?
606,how can you catch your girlfriend red handed cheating on you?
607,does kahlua have caffeine in it? i know regular coffee has it
608,what are the december deadlines for tax year 2005? besides stock sales
609,what good laptop can recommend a college student ? i'm a freshman and i study business administration/marketing
610,is qa.yahoo.com going to become the new wikipedia? should it be called yahoopedia? :-)
611,could i have cervix cancer? i was calling about my pap test and i had to talk to my gynocologist about the results and with me having genital warts it wasnt normal
612,is there an online price guide for hot wheels cars that you can access from home? i've been looking online for a good price guide for my hot wheels and i can't find one except some kind of generic one that isn't to updated if you know what i mean
613,this riddle is a simple one. can you answer quick enough? in cubic feet
614,how can i find the state symbols for a state?
615,top 3 palm os application? just got a palm t|x and want to fill it up with apps
616,what is the energy released in an earthquake? please give the answer in joules
617,when can i know that i have seduced my partner?
618,who originally sang he don't love you like i love you.?
619,what is the funniest thing that has happened to you?
620,how to offshore? as an entreprenuer
621,where is the healthiest place to live
622,what can i do to cope with a crush that i have on my teacher? i can't help but blush whenever i see him. what do i do to get over my crush?
623,what are the best options for a home based business in the us?
624,adding a tivo to a wireless network? i have tried the recommended usb wireless adapter on the tivo but it doesn't find it when i go to set everything up on the tivo(the wireless adapter worked fine when i used it on my computer).  does anyone have a tivo sucessfully setup this way?  which adapter are you using?
625,signs of cheating???? does any guy or girl know what are the signs of cheating/signs that a guy is cheating on his girlfriend???
626,what is a normal size penis?
627,does chapstick heal your lips or does it prevent them from becoming more chapped?
628,what was the name of character val kilmer played in the movie heat? i want to know his name. it started with a 'c'
629,1031 exchange?
630,the eu rights of customer in buying a new car? what are your rights if the new car stops 2 times in the first mounth.
631,do men care if a woman lives with one or both parents when you are dating?
632,what kind of licenses does a hair business owner need to open up a beauty salon?
633,what is the high school dropout rate?
634,do you tip your hairdresser if she owns the salon?
635,what does gmt stand for?  are there any major cities in the gmt timezone?
636,how to you deal with a loud spoken bully in office?
637,could a very powerful directional microphone pickup sounds from the past? in much the same way that a a radio telescope 'sees' past events
638,what are good sources to find out about new gospel artists? is there a site that focuses primarily on gospel?
639,do you think that the people who make evian bottled water meant for it to be spelled naive backwards? just wonderin. the stuff is 2 bucks a pop!
640,in total
641,what is the real difference between realist and idealist?
642,how do ya'll feel about the god we serve in heaven!!!!?
643,web conferencing? my brother was just shipped out to iraq and we were told we can web chat with a web cam and yahoo.  could you tell me how?&#xa;thank you
644,how do you classify music into genres?
645,how effective is massage in relieving stress? how effective is massage in relieving stress?
646,where should i move to near sunnyvale? i just arrived in the area and wanted to find a decent place to rent a house. any suggestions?
647,could inteligent life have evolved from a different animal group
648,what is global warming?
649,why is sat important?
650,what do i do with this 12 inch package ?
651,what will happen if the earth starts revolving the other way around?
652,when/what was the first spam ever sent?  why is it called spam?
653,how do i switch from yahoo beta to regular yahoo
654,how can i have sex while standing on only one leg and balance an up-side-down dog on my head at that time? the dog must be fluent in french ..
655,hi i'm trying to locate a castle motel on 88th/broadway in los angeles
656,how many bowel movements does a normal person have per day?
657,what specific things should a woman do to have an orgasm?
658,can you define: special education?
659,how much did yahoo paid for del.icio.us?
660,what is the difference between scheme and lisp?
661,i have a dell laptop. it has a wireless card installed. how do i get it to go wireless. message canot fnd ntwk i bought it with some software that indicated it was wireless and then i purchased netgear wireless card and installed it and netgear wireless usb something that plugs into the laptop but it just tells me cannot find something. am i missing some hardware?
662,why is the song happy birthday to you not yet in the public domain?
663,what gift should i get my fiance for valentines day? she is very practical and down to earth.  since i am already paying for a huge engagement ring
664,is a new migrant to the us eligible for grants or financial assistance to institutions of learning?
665,what is the income that a 2 adults 2 kids family needs for decent life in the san francisco? and in the bay area
666,would you rather be with? a rich man that buys you whatever your heart desires
667,why is yawning contagious?
668,what name links these films? what name links double indemnity
669,which internet browser is the best and why? feel free to give assessments for various operating systems.  for instance
670,on my yahoo music it says it will not playback my music and i have no audio output?
671,is this a counseling service?
672,how much do you tip the mail man?  do you tip the lawn guys?
673,what is the biggest bridge in the world?
674,where to find the best sap info?
675,i know why rss is good for the consumer
676,should i get back with my ex if he had sex with someone a few days after he left me? he says he didn't have sex with his friend.  his friend likes him and she stayed in his place for four days in the same room.  he told me that whatever they did is none of my business because we were not together that time.  he also said that he didn't have ses with her because she was not me.  should i believe this guy?
677,how do you change an avi file to a format that willwork on an ipod?
678,what are antibody titers and what does it mean if they are consistently?
679,why is printer ink so expensive? $65 to $70 every time i need ink. there are three kids but only one uses the ink.&#xa;ouch
680,what is the most emerging market for growth in the next few years ? how is the growth of asia pacific compared to that of eastern europe
681,where can i find dbz music vids html codes for neopets guilds???
682,does anyone know daniel radcliffe cause
683,what is the best way to stop smoking?? i have smoked for 20 years &amp; need to stop...?
684,where do i can find a web that have musicvideo and videocodes?
685,what are the do's and dont's in a relationship?
686,never to pay dsl speed test?
687,what's the best way to hookup a guitar to computer and record?
688,how to be a millionaire?
689,what is the difference between an empidemic and a pandemic?
690,where i can find a free cms based on .net tehnlogy? i'm already familiar with dot net nuke and i don't like it. please is there anything else on the market.
691,can a check ever expire? how long do you have before the bank won't honor the check anymore
692,my wife is not so sexy what can i do ? i need to make a relation with a sexy one ?
693,is it normal for a 22 year old man to not have chest hair?
694,if you have dated a man for years and he has consistantly told you that he was not married what do you do/? i dated a man for about 2 years. several times i asked him if he was married and each time the answer was no. i believed it because he was always with me
695,is howard stern actually bald?
696,how do i treat a gaseous stomach?
697,do you have to be certified to prepare someone else's taxes in the us? to prepare someone else's taxes in the us
698,why do some women have rape fantasies? i cannot seem to understand this...
699,i just want to know if there any school here in somerset who offer a six weeks training of a nurse asistant?
700,when is the new windows os coming out?
701,i have my 220 insurance license  how can i find employment?
702,what triangle shaped island is the largest in the mediterranean?
703,how do u make a good paper airplane? i want the most effective paper airplane
704,what's the best software for 3d room design?
705,what is paraphrasing?
706,do you need to pay tax while importing marble?
707,can i run knoppix linux without a hdd? i just built my computer and finished it tonight but my hdd comes in tomorrow.  can i run knoppix linux on it without the hdd?
708,where can i find an overview of the nintendo company?
709,which is better linux or microsoft? additionally.... which distribution or windows version is the best?
710,what is the fastest but safe way to flatten a flabby tummy? diets &amp; sit-ups - i've all tried those.  but perhaps am doing it all wrong
711,what does the hcgs stand for on communications t1.5's?
712,when was the first movie made?
713,how much did yahoo pay for del.icio.us?
714,does it turn guys on when chicks make out and stuff?? i'mean wats so0o sexy about tht? i'm juss wondering cuz guys seem to find it kewl tht i've made out wit other gurls before
715,wat is the answer to 5 ( x - 3 ) = 2x + 6 ?
716,how do i find the best answers on this service? i'm not sure exactly how to rate best - it's probably a combination of most popular (most viewed/most answered) and most highly rated.
717,do you believe in true love?
718,what is the role of women in educational technology?
719,what is defraging??
720,how to link an access database to a c++ application?
721,im on the pc about 8 hours aday. would anyone know how i can get paid for a job online?
722,what does a new wife do with a cruel ex-wife? she walked out on her husband and family 2 years before i cam into the picture but she is so nasty to me
723,how do i get some info for insrevice for nurse aide?
724,on which hand should a wedding ring be worn? i've seen other people wear it on their right hand.
725,at what age does a dog go from puppy to grown?
726,do watches keep time the same? i need information for a science project for my middle school daughter. the hypothesis
727,when will the pirates of the carribean sequel come out?
728,what song that was played whenever they showed the dancing baby on alley mcbeal?
729,i have a cross xp that take notes
730,what is a blog? i have head this word a lot of times but did not understand it. what does it mean?
731,what is the highest paying job in computers?
732,what is a good way for me to improve my vocabulary?
733,does choclate increases one's libido?
734,several villages in kent end in forstal [painter's f..
735,i have no job and no insurance
736,how does my son break up with his girlfriend in a nice way? my 19 year old son is dating a 20 year old with a four year old daughter and has decided that he does not want to date someone with a child right now and wants to know how to break up with her in a nice way.
737,which character on sex &amp; the city is your favorite?
738,what's the best season of friends? i'm completely addicted to the series and i was just wanting everyone's opinion.
739,which no doubt song contains the phrase keep on dancing? there's some no doubt song that contains the phrase keep on dancing. it's the song where you hear a girl breathing hard or something like that.
740,which celebs do you want one on one against each other in a no holds barred match &amp; why?
741,when should i buy a computer.....? now with windows xp
742,how can i delete the history in my yahoo search input box?
743,how to score more points in yahoo answers? and what to do with points?
744,how do i stop pop ups from best offers?
745,my first date with my dream girl is coming up.  where should i take her?
746,who do you think is the hottest celeb ever?
747,are there any lesser known ways to get an apartment at a resonable rent? cannot really afford the average rents in my area but need to remain close to my aging parents.  any ideas?
748,what is the difference between a tigon and a liger?
749,will aol partner with google or microsoft?
750,where can i get bobble head lyrics from by d4l?
751,how old were you when you had s e x?
752,i am 40 and still wet the bed. is this normal?
753,how does an electric violin play differently than an acoustic violin? meaning
754,help! i am on a low budget (30 dollars) and i need  to buy my extremely picky neice a gift she will love!? she is picky and she hates things that cost below 50 dollars.
755,three questions for rolling stones fans only:? 1) what is your favorite all-time stones song?&#xa;2) what rarely or never performed song do you wish they would play in concert?&#xa;3) given their tendency to stray a bit from the original studio arrangements in concert
756,who is better sirius or xm?
757,what exactly is the difference between stock options and stock grants?
758,amd...athlon....sempron....pentium....celeron...?what difference?
759,do men get freckles?
760,what is the best contact management software available for a self-employed salesperson? i would be interested in why you think it is the best
761,how safe is ectasy?
762,what is 'divine proportion'?
763,what is the 4th largest city in the u.s.?
764,what is the quantum time-travel theory?
765,who will win if apocalypse battles galactus? these are two of the mightiest villains in the comic world
766,how do i get motivated to go to the gym?
767,are goldquest or questvacation valid companies ? they have a plan for network
768,every day i receive about 100 what to call them ads how can i cut that down i will call it junk mail?
769,what is the best blogging website to use? i would like to start a blog and i would like to have recommendations on which blog website to use
770,how is a digital camera work ? optical
771,who sings that song tat goes do
772,what r some new momma jokes please tell me!!!?
773,what's the song playing in this vs commercial? http://media.putfile.com/adriana-lima&#xa;thanks!
774,can white people jump?
775,what's the best way to im between two computers with unreliable connections? i regularly need to im with someone whose net connection is unreliable - it drops packets frequently. i've tried a number of messengers - yahoo silently loses messages
776,when does your stomach get hard when your pregnant?
777,if i encounter a page of thumbnails on the internet
778,what kind of a person does it take to be a surgical technologist?
779,how do i find your offer of verizon.net/getyahoo7? i recieved an advertisement
780,what is blood in my stool an indication of?
781,is cameco an alternative energy play?(ccj) are they the largest holder of uranium mines?
782,natalie portman or jennifer garner? they are both beautiful and talented!&#xa;i perfer jennifer garner for her comedy and her butt kicking!
783,what is the ideal size of penis?
784,does anybody like 96.1 ks fm? the radio station
785,what is shared video card memory? i brought a new computer. it has intel graphics media accelerator with directx 9.0c support. i have 512 mb as ram. &#xa;&#xa;the video card is 128 mb shared. what does that mean?
786,how if the gravitational force is occuring due to any energy then it may be converted to some energy ?
787,is it possible to find a people finder webpage for people living in us that is free of charge?
788,what is the easiest way to enter to win a lenovo thinkpad z60t laptop?
789,i am being harassed by a telemarketing company even though i requested to be not called. help?
790,how long do you usually stay single?
791,2+2=???????????????????
792,why do so many sf realtors drive either a mercedes or bmw?
793,i am looking for elfquest comic pages i can print and color?
794,what are u crazy about nowadays? it can be a movie
795,what is your favorite dessert?
796,how old is emma watson?
797,if some guys out there worry about being to small do women ever worry about being to big???
798,where can i find gucci mens wallet.? other than main stream department stores
799,do penguins live above the equator?
800,what type of firewood provides the most heat per cord:ash
801,have you been contacted by an extraterrestrial?
802,who are some one hit wonder bands and what song did they sing? i'm looking for groups that have one song they're known for
803,what are the factors that divide your family?
804,i never had a boyfriend?
805,do you have a recommendation for a quiet and decent apartment complex around houston? a apartment complex with gym
806,how do i find postal zip codes?
807,what should go on a reference page? i'm writing a essay but i need to know what sources need to be included in the reference page
808,is diabetes dominant or recessive?
809,what is the best way to get rid of white pimples on your throat glands and being able to study for finals?
810,has kim basinger ever acted in a naked movie?
811,how can u lose wait? if there are no machines to exercise with
812,why do people come on here just to ask a question to people they don't even know? i do it but i want to know why
813,what can't kick your left leg?
814,i think i got am im virus.  it pops up all the time in a convo.  how do i get rid of it?
815,im i a firefighter?
816,is 5 x 29 the same as 5 x 9 plus 5 x 20? explain?
817,what's your favorite quote from a movie? i constantly use the line come the f*ck on
818,what does 'beta' mean after yahoo answers?
819,what does g mean in t2g?
820,how can i perswaude me dad into installing wow(worldofwarcraft)by christmas with pretty bad grades thanks? i got alot of d and fs on my report card and then i got tons of as and bs and my dad still woulnt install wow o am planning on the whole come on its xmas thing but i dont know if that is going to work because my dad can be very stuborrn sometimes thx in advanced
821,how i can see my message archive?
822,would you like to fill in the blanks below with a word that has the same meanings as the words on either side? (plunder)   ____________  (bag)&#xa;(shoreline) ____________ (slide)
823,who here has the most creative name? anyone?
824,do u belive every thing u do will result in goodness when u r in love?
825,my wife's blood pressure is 80/60. i'm worried thats what causing her headaches and feeling always tired. any natural suppliments or foods she should take to normalize her bps? thanks for all your help!&#xa;&#xa;sam
826,do best friends always have to do and share everything together?
827,the way you make friends.?
828,what are any fun things you can do with a group of friends?something fun plz!!?
829,does az have a law against colored headlights on a car? i have a 1994 honda civic coupe that has nokya artic purple pro halogen headlights in it.  i was pulled over last night and told by 2 officers that they were illegal and i needed to replace them.  is their a law against having them?
830,why are blueberries so good for your health?
831,why is the voltage ratinging always a multiple of 11 ? for household we have 110 v
832,how to get your boyfriend propose? he loves me
833,were do i find the different state rooms to chat?
834,what is the crunkiest state?
835,is there a lesbian chat room just for people in colorado?
836,how did the calendar start? why 31
837,why won't any one answer my im attempts are they just being ignorant?
838,if super nova could be explained as a temperature what would it be?
839,are you a japanese anime expert? what anime do you recommend that  are available on dvd?
840,how to find low cost health clinic? i'm looking for a low cost doctor or clinic in the area of los angeles california.
841,how do i get a $250
842,what is the best way to find a cheap used car? i need reliable transportation that is cheap. i don't want to spend over $300 for a car.
843,how much coenzyme q10 should i take per day?
844,i have a problem on deciding my lunch?
845,what movie did joe pesci describe kids as yuts?
846,what are the charecterics of auxilary verbs in english ?
847,what are the effects of parental favoritism?
848,is there is a site like yahoo answers give us money for answering user questions?
849,tell me a good website to learn c++ (no charge) !?
850,uses of pythagoras in daily life?
851,what are some good causes and effects to write about for an english essay?
852,another riddle from me? which weighs more
853,better word than center for a building experience?
854,what are other words for selfish?
855,my husband is a wood worker by hobby. i'd like to have a 1st aid chart in his workshop.  any suggestions?
856,how do you do if you are waken up by a call from your lover with your favourite song in the morning ^_^?
857,can i get a mortgage?
858,how are animals classified?
859,how do i get a persons profile?
860,why cant i get laid? i can never seem to get a girl to like me and talk to me i was just wondering cause i am not ugly or anything.
861,which feild could be opted after bsc  in chemistry+zoology+botany to get a wonderful job+educational research? for job+deucational career
862,what is interface-driven development?
863,what do you do if you tell your boyfriend of 4 years that you love him
864,what is the longest word in the human language?
865,driving test in uk? any tips to avoid nervousness during my exam in 2 weeks time? thanks!
866,is one woman enough for a man 
867,activex: how do i enable active x on my pc? i have the software downloaded but apparently it is not activated.  or it is disabled by windows 98 / zone alarm. please let me know how to enable it.
868,how do you negotiate a job offer?
869,does woman really have sexual fellings ? or  they coupled with man for only safety and  support ?
870,what time does the sun set on december 21st?
871,why did my mother in law turn me on with laundry detergent?  ( i feel so dirty.)?
872,who invented the toilet? i heard roomers that john crapper did.
873,how do i ignore someone at work who likes me and wants to date me?
874,how often each day do women think about sex?
875,how many cookies could a good cook cook if a good cook could cook cookies?
876,does eredicane (the all-natural pill to alleviate blushing) work? i want to order this product because i have a blushing problem but it is very expensive and i want to get some real opinions on it before i spend the money...
877,is kenny chesney really gay? i was just wondering because rumor has been that he is gay and that is why renee divorced him.
878,is portuguese an easy language to lean? any resources for that. i bought a book ysday and i need to lean it as most in my family speak portuguese.
879,do you believe in reincarnation?and why?
880,how to make industrial fan?
881,i have a sickness in my stomach &amp; i feel like i have to vomit all the time
882,gilmore girls trivia? 1. what is the name of the town that lorelai and rory live?&#xa;2. what is the actors name that plays kirk?&#xa;3. what was jackson planning to name davey if he was a girl?&#xa;4. what happened to the independence inn?&#xa;5. what girls name is ronnie short for?
883,where is the new year celebration called 'hogmanay' ? where is the new year celebration called 'hogmanay' ?
884,what is the name of the song from olivia newton john about a love triangle? and album to find it on?
885,what happened to deal or no deal?
886,in simpson episode 3f17 bart on the road
887,which is more reliable: ups
888,should i break up w/ my boyfriend because he sends text messages to his ex and still calls her? my boyfriend works with his ex.  he sends her text messages and calls her and he tells me that it's work related.  his ex wants him back. she sends him text messages like goodnight and calls him in the middle of the night to make me mad.  my boyfriend and i have been together for a month but we are always together everyday.  i'm not sure whether i should trust him or not.
889,is it true that asians have small penis'? sexuality comparison between men of different races
890,why would a man tell a woman shes unattractive after having his baby? all the baby weight i gained i have lost and back down to the size that i was when we first got together.. now hes saying that i'm unattractive b/c my belly doesnt look exactly the way it did before i had the baby
891,date riddle? what happened in 1961 that will not happen again for over 4000 years?
892,from where do i get a new theme for my windows 98 ? does it slow down the speed of the system?
893,any recommendation for a game arcade in phoenix where i can hold my son's 11th bday party?
894,use ur heart or brain??
895,i want to find web side of dhun which i can used to make melody in mobile. please help?
896,what is love? prit here from bangalore.....
897,does yahoo maintain a black mail list? email messages that i have sent from the office to my yahoo account are bouncing. does yahoo maintain a black mail list?
898,what are the white
899,why arefemales so hard to resist?
900,i used to be into interracial relationships.  why does my actual white boyfriend worries about it ? i've had many lovers in the past and many of them were black men.  my new boyfriend (white)
901,how do companies make money by giving software for free?
902,what mtv show did julie stoffer appear on
903,has anyone heard a song with the words will these arms be in your way or will these hands do. my husband heard this song while he was in texas in october and he still talks about it. can someone tell me who sings it and how old the song is?
904,what is m&amp;e services in a building?
905,what is the difference between tylenol and asprin? which one among these two should be used for common headache? and what is the main difference between these two? any advantages/disadvantages over one another in consuming it?
906,ladies ... what is the best pick-up line you've ever heard from a guy ( or a girl )?
907,where's the best place to get my fico score? i don't want to pay a lot
908,what if a woman has sex when she is in her period? is it harmefull for her or her partner?
909,who was the best home alone star? macaulay culkin
910,how do ground conditions affect evidence? i have to know by wednseday 21 of dec
911,what is medical tourism? (post by dr medical tourism)?
912,is it better to leave the heat on at the same temp or lower it at night/when you are out? if it is better to turn it down at times
913,question about fergie from black eyed peas? a friend &amp; i have currently have a bet. i tried telling her that fergie from the black eyed peas real name is stacy ferguson
914,what tips for a good health?
915,how can i stop biting my nails?
916,how can i copy full web site to my hard disk?
917,what does diabetes mean?
918,what is ajax? the applications and anything about ajax.
919,what is the meaning behind the song the reflex by duran duran?
920,how do u find ur destiny or soulmate?
921,triangular distribution random function how can i calculate a random number in a triangular distribution random function? is there a java packa&#xa;ged somewhere which does it?
922,why can't i get the web pages to cme up when i type them in example annie'smailboxor crrokandchasecountdown bu i would like to know if i'm typing them in wrong or what i'ts frustrating to try and find these and can't get them to come up so let me know what to do
923,what is the best lap top to get with reasonable price?
924,so what do you think of canada okay-ing group love? i'd think canada the last place to do that.
925,what is colchicine?
926,what is a good birthday gift for someone whose birthday is two days before christmas?
927,what are the differences between a humidifier and a vaporizer?
928,can someone please tell me 3 interesting facts on neon?
929,what is the largest bubble gum bubble blown?
930,who do you get a girl to like you? i am in high school and girls do not like me because all they are interested in is sexy men and i dont fit in that group of men
931,a list of bank atm encloser repair and repaints companys?
932,if there where quears and lisbos in a highrise buiding and there was a fire who would get out first?  and why?
933,what are the top 10 names for high schools in u.k. (the govt one)?
934,lagrange multiplier max z=x-3y-xy subject to x+y=6?
935,what is the most cost effective and reliable service to ship an envelope overnight from los angeles to ottawa? i would prefer to use a service that has online shipping and that will come to pick up the envelope.
936,iban's daily make me laugh? want my ten points&#xa;what is the best joke you heard today
937,horses vs ponies? which are prettier?
938,as a novice runner
939,help me to solve djikstra in c++ ??
940,how much wood could a wood chuck chuck if a wood chuck could chuck wood? i'm looking for creativity here people!
941,what is a router?
942,why doesn't hello kitty have a mouth?
943,ok so guys get turned on by lesbians and that's fine i get turned on by gay men
944,how do i find a list of all my yahoo identities?
945,how would u drop a raw egg on a concrete floor without breaking it?
946,how to say no to your senior in the office?
947,obscure question? if you were flying do the street on a canoe and you get a flat tire; how many pancakes does it take to cover a dog house?
948,is it good to leave a lapstop hooked up to ac power for several days?
949,cascading style sheets what are the pros and cons for web developers when using css
950,how to give remarks or comment on a child after his/her exams?
951,what is the capital of pakistan?
952,what search engine would you use to gather information?
953,favourite folk songs? what are your 10 favourite folk songs...
954,where can i find help about an inventor or invention?
955,installing jdk? i have to install jdk to compile some simple java programs. but i can't install the exe file from sun 'cause i don't have admin privelage in my sys. so is there any website
956,what did we use before toilet paper?
957,difference between ocean a sea and lake?
958,i believe a virus stopped my sound from working
959,would you rather get points or get paid a few cents to answer questions?
960,what should i do if i like someone but the someone likes somebody else but....? there is this guy that i like a lot but he is going out with this one girl
961,what is meant by intranet? how does it work?
962,what is love???
963,if im on yahoo japan how can i get it to display in english? i am trying to watch music videos and it gives me an error message that i have to watch it though yahoo japan but i cant read japanese how do i get hte language to change
964,looking for nude models.? i am looking for amateur models to practice photography. where can i find candidates
965,where do they raise nauga's?
966,movie recommendations? i liked war of the worlds
967,how do i stop people from pm'ing me with unending pm's like spam when i try voice and chat? thank you.
968,surreal life with omarosa and janice.? if you watched the season with omarosa and janice dickensen
969,what is insider trading?
970,if you have been convicted of a felony
971,what is the point in saying may i ask and then follow it up with a question?
972,what do you do if a guy likes you and askes you out but you dont like him but dont want to hurt his feelings??
973,did king arthur really exsist? i've seen him is historical movies and i have read that scientists think he might of been real
974,which country's army are the best fighter of the world? who are the bravest army of the world?
975,how can i find a list of the top-rated people on yahoo! answers? is anyone up to level 5 yet? 4? 3?
976,what are the meanings of the stripes on a barber shop pole? no spam please
977,why do you people ask stupid questions? i dont understand why people ask stupid questions! ask something thats important or going to make a difference!
978,what is the difference between notepad and wordpad?
979,if you get to know that a comet will hit earth this very moment what wud you like to accomplish just before it
980,how do you know when the time is right to advance to the point of intercourse with your girlfriend? she's telling and showing how much she likes me
981,do you pay for elementary school?
982,how do i sign up for school online at grand rapids community college?
983,what's the best way to clean a keyboard? i have very small stuff stuck under my keyboard and it prevents it to from working. what will be the be&#xa;st way to clean it?
984,why do people have ten fingers and ten toes?
985,is it snowsin your city at the moment?
986,why is the sky blue???
987,how do i find phone books? need to find phone books
988,how many pairs of shoes were found when imelda marcos left the presidential palace in 1986?
989,ions that are made of more than one atom are examples of what?
990,how can i store movie clips in ms sql database? give me code if u can plz
991,humans need touch in a daily amount!! what do you think? i just heared that at aprogram on t.v.
992,what is a thin client browser ?
993,how do blind people know when they are done wiping?
994,are there excellent catholic schools in las vegas?
995,what is a motherboard?
